kpoint,band,spin,mag_order,energy,weight_tot,weight_s,weight_p,weight_d,weight_f
3.837227656,1,up,nonmagnetic,-53.140564673468326,0.9967290000000001,0.0,0.996346,0.00037799999999999997,5e-06
3.869631609,1,up,nonmagnetic,-53.148674754957725,0.996612,0.0,0.9962280000000001,0.00037799999999999997,6e-06
3.902035562,1,up,nonmagnetic,-53.154348709902294,0.99646,0.0,0.9960760000000001,0.000381,3e-06
3.934439515,1,up,nonmagnetic,-53.16292609252382,0.996382,0.0,0.996007,0.00037200000000000004,3e-06
3.966843468,1,up,nonmagnetic,-53.17099715288566,0.9963129999999999,0.0,0.9959469999999999,0.000361,5e-06
3.999247421,1,up,nonmagnetic,-53.17851821671328,0.996253,0.0,0.995898,0.000349,7.000000000000001e-06
4.031651374,1,up,nonmagnetic,-53.1854526030583,0.996202,0.0,0.995858,0.000334,9e-06
4.064055327,1,up,nonmagnetic,-53.19177125016046,0.9961610000000001,0.0,0.9958290000000001,0.000319,1.3000000000000001e-05
4.09645928,1,up,nonmagnetic,-53.19745290592728,0.99613,0.0,0.9958100000000001,0.000302,1.7e-05
4.128863233,1,up,nonmagnetic,-53.20248464495039,0.996108,0.0,0.995801,0.000285,2.2e-05
4.161267186,1,up,nonmagnetic,-53.206861786871414,0.9960969999999999,0.0,0.9958020000000001,0.000267,2.8000000000000003e-05
4.193671139,1,up,nonmagnetic,-53.210588086861605,0.9960950000000001,0.0,0.995812,0.00024900000000000004,3.4e-05
4.226075092,1,up,nonmagnetic,-53.21367540908528,0.996101,0.0,0.9958299999999999,0.00022999999999999998,4.2e-05
4.258479045,1,up,nonmagnetic,-53.217068097482866,0.996138,0.0,0.995876,0.000213,4.9e-05
4.290882998,1,up,nonmagnetic,-53.21913205390109,0.996165,0.0,0.9959120000000001,0.000195,5.7999999999999994e-05
4.323286951,1,up,nonmagnetic,-53.220667429145884,0.996199,0.0,0.9959549999999999,0.000176,6.8e-05
4.355690903999999,1,up,nonmagnetic,-53.22136072083891,0.996232,0.0,0.995992,0.00015900000000000002,8e-05
4.388094857,1,up,nonmagnetic,-53.22203504619587,0.9962780000000001,0.0,0.9960459999999999,0.00014099999999999998,9.1e-05
4.420498809,1,up,nonmagnetic,-53.22232003104165,0.9963290000000001,0.0,0.996102,0.000124,0.000103
4.452902762,1,up,nonmagnetic,-53.222274288701755,0.996382,0.0,0.996159,0.00010700000000000001,0.00011499999999999999
4.485306715,1,up,nonmagnetic,-53.22195866383531,0.9964360000000001,0.0,0.996217,9.1e-05,0.000128
4.517710668,1,up,nonmagnetic,-53.221435116768276,0.996491,0.0,0.996274,7.5e-05,0.00014099999999999998
4.5501146210000005,1,up,nonmagnetic,-53.2207653085014,0.9965450000000001,0.0,0.9963290000000001,6.1e-05,0.000154
4.582518574,1,up,nonmagnetic,-53.22000915850668,0.9965950000000001,0.0,0.996381,4.8e-05,0.000167
4.614922527,1,up,nonmagnetic,-53.21922364742644,0.996642,0.0,0.9964280000000001,3.6e-05,0.00017900000000000001
4.64732648,1,up,nonmagnetic,-53.2184612932357,0.996684,0.0,0.9964700000000001,2.5e-05,0.00018899999999999999
4.6797304330000005,1,up,nonmagnetic,-53.21776903557535,0.99672,0.0,0.996505,1.6e-05,0.000198
4.712134386000001,1,up,nonmagnetic,-53.217186956817,0.996749,0.0,0.996534,9e-06,0.000206
4.744538339,1,up,nonmagnetic,-53.21674735687584,0.99677,0.0,0.996555,4e-06,0.000212
4.776942292,1,up,nonmagnetic,-53.21647396408051,0.996783,0.0,0.996567,1e-06,0.000215
4.809346245,1,up,nonmagnetic,-53.21638120046556,0.9967879999999999,0.0,0.9965709999999999,0.0,0.00021600000000000002
4.841750198,1,up,nonmagnetic,-53.21647396408051,0.996783,0.0,0.996567,1e-06,0.000215
4.874154151,1,up,nonmagnetic,-53.21674735687584,0.99677,0.0,0.996555,4e-06,0.000212
4.906558104,1,up,nonmagnetic,-53.217186956817,0.996749,0.0,0.996534,9e-06,0.000206
4.9389620569999995,1,up,nonmagnetic,-53.21776903557535,0.99672,0.0,0.996505,1.6e-05,0.000198
4.97136601,1,up,nonmagnetic,-53.2184612932357,0.996684,0.0,0.9964700000000001,2.5e-05,0.00018899999999999999
5.003769963,1,up,nonmagnetic,-53.21922364742644,0.996642,0.0,0.9964280000000001,3.6e-05,0.00017900000000000001
5.036173916,1,up,nonmagnetic,-53.22000915850668,0.9965950000000001,0.0,0.996381,4.8e-05,0.000167
5.068577868999999,1,up,nonmagnetic,-53.2207653085014,0.9965450000000001,0.0,0.9963290000000001,6.1e-05,0.000154
5.100981822,1,up,nonmagnetic,-53.221435116768276,0.996491,0.0,0.996274,7.5e-05,0.00014099999999999998
5.133385775,1,up,nonmagnetic,-53.22195866383531,0.9964360000000001,0.0,0.996217,9.1e-05,0.000128
5.165789728,1,up,nonmagnetic,-53.222274288701755,0.996382,0.0,0.996159,0.00010700000000000001,0.00011499999999999999
5.198193681,1,up,nonmagnetic,-53.22232003104165,0.9963290000000001,0.0,0.996102,0.000124,0.000103
5.230597633,1,up,nonmagnetic,-53.22203504619587,0.9962780000000001,0.0,0.9960459999999999,0.00014099999999999998,9.1e-05
5.263001586000001,1,up,nonmagnetic,-53.22136072083891,0.996232,0.0,0.995992,0.00015900000000000002,8e-05
5.295405539,1,up,nonmagnetic,-53.220667429145884,0.996199,0.0,0.9959549999999999,0.000176,6.8e-05
5.327809492,1,up,nonmagnetic,-53.21913205390109,0.996165,0.0,0.9959120000000001,0.000195,5.7999999999999994e-05
5.360213445,1,up,nonmagnetic,-53.217068097482866,0.996138,0.0,0.995876,0.000213,4.9e-05
5.392617398,1,up,nonmagnetic,-53.21367540908528,0.996101,0.0,0.9958299999999999,0.00022999999999999998,4.2e-05
5.425021351,1,up,nonmagnetic,-53.210588086861605,0.9960950000000001,0.0,0.995812,0.00024900000000000004,3.4e-05
5.457425304,1,up,nonmagnetic,-53.206861786871414,0.9960969999999999,0.0,0.9958020000000001,0.000267,2.8000000000000003e-05
5.489829257,1,up,nonmagnetic,-53.20248464495039,0.996108,0.0,0.995801,0.000285,2.2e-05
5.52223321,1,up,nonmagnetic,-53.19745290592728,0.99613,0.0,0.9958100000000001,0.000302,1.7e-05
5.554637163,1,up,nonmagnetic,-53.19177125016046,0.9961610000000001,0.0,0.9958290000000001,0.000319,1.3000000000000001e-05
5.587041116,1,up,nonmagnetic,-53.1854526030583,0.996202,0.0,0.995858,0.000334,9e-06
5.619445069,1,up,nonmagnetic,-53.17851821671328,0.996253,0.0,0.995898,0.000349,7.000000000000001e-06
5.651849022,1,up,nonmagnetic,-53.17099715288566,0.9963129999999999,0.0,0.9959469999999999,0.000361,5e-06
