energy,mag_order,spin,dos
-1.79595147732,nonmagnetic,up,1.4171599260565706
-1.74152870528,nonmagnetic,up,1.2927623353747861
-1.68710593324,nonmagnetic,up,1.173433372211593
-1.6326831612,nonmagnetic,up,1.0682114982542885
-1.57826038916,nonmagnetic,up,0.9101447508699889
-1.5238376171199999,nonmagnetic,up,0.7131629949219324
-1.46941484508,nonmagnetic,up,0.5103611782138836
-1.4149920730399999,nonmagnetic,up,0.41688221583650154
-1.360569301,nonmagnetic,up,0.38546381365104754
-1.30614652896,nonmagnetic,up,0.3698467693855456
-1.25172375692,nonmagnetic,up,0.35582474780533063
-1.1973009848799998,nonmagnetic,up,0.34850182148127123
-1.1428782128400001,nonmagnetic,up,0.3481119270454567
-1.0884554408,nonmagnetic,up,0.35724254574372466
-1.0340326687599999,nonmagnetic,up,0.369499408909565
-0.9796098967199999,nonmagnetic,up,0.38449262203366447
-0.9251871246800001,nonmagnetic,up,0.3981743720087067
-0.87076435264,nonmagnetic,up,0.4295218843836019
-0.8163415806,nonmagnetic,up,0.4615074057885127
-0.7619188085599999,nonmagnetic,up,0.5157310880704635
-0.7074960365199999,nonmagnetic,up,0.58229670103368
-0.65307326448,nonmagnetic,up,0.7037736279190089
-0.5986504924399999,nonmagnetic,up,0.8535143569287399
-0.5442277204,nonmagnetic,up,0.9894386449191243
-0.48980494835999994,nonmagnetic,up,1.0789938516332878
-0.43538217632,nonmagnetic,up,1.1644587110230558
-0.38095940427999997,nonmagnetic,up,1.2701059242112065
-0.32653663224,nonmagnetic,up,1.4549725971657803
-0.2721138602,nonmagnetic,up,1.5980142308091074
-0.21769108816,nonmagnetic,up,1.6960053349020845
-0.16326831612,nonmagnetic,up,1.7151881409383645
-0.10884554408,nonmagnetic,up,1.7764511897508999
-0.05442277204,nonmagnetic,up,1.819935052687184
5.664507616662837e-16,nonmagnetic,up,1.8575563208301433
0.05442277204,nonmagnetic,up,1.8935967444704236
0.10884554408,nonmagnetic,up,2.054367941012363
0.16326831612,nonmagnetic,up,2.4875122994561822
0.21769108816,nonmagnetic,up,2.3881742871251217
0.2721138602,nonmagnetic,up,2.070856931307463
0.32653663224,nonmagnetic,up,1.4039602272343201
0.38095940427999997,nonmagnetic,up,1.1917725883629944
0.43538217632,nonmagnetic,up,1.0547069729893899
0.48980494835999994,nonmagnetic,up,0.9761893234867277
0.5442277204,nonmagnetic,up,0.9115093814688386
0.5986504924399999,nonmagnetic,up,0.8773971631747114
0.65307326448,nonmagnetic,up,0.8500974640908792
0.7074960365199999,nonmagnetic,up,0.828050706180089
0.7619188085599999,nonmagnetic,up,0.829227478284842
0.8163415806,nonmagnetic,up,0.7953031181173181
0.87076435264,nonmagnetic,up,0.7182954233067765
0.9251871246800001,nonmagnetic,up,0.58268305107084
0.9796098967199999,nonmagnetic,up,0.4585867419920568
1.0340326687599999,nonmagnetic,up,0.3500613991877801
1.0884554408,nonmagnetic,up,0.27566954154729967
1.1428782128400001,nonmagnetic,up,0.22028326519620628
1.1973009848799998,nonmagnetic,up,0.20605566290812555
1.25172375692,nonmagnetic,up,0.19533711054237582
1.30614652896,nonmagnetic,up,0.19666275158004612
1.360569301,nonmagnetic,up,0.18617813584638568
1.4149920730399999,nonmagnetic,up,0.19043152966156776
1.46941484508,nonmagnetic,up,0.17974842223784673
1.5238376171199999,nonmagnetic,up,0.1861285129422452
1.57826038916,nonmagnetic,up,0.17634570717835124
1.6326831612,nonmagnetic,up,0.1831369592984812
1.68710593324,nonmagnetic,up,0.17292881415674394
1.74152870528,nonmagnetic,up,0.17401342958126909
1.79595147732,nonmagnetic,up,0.1681579240997442
1.8503742493600002,nonmagnetic,up,0.1690724037584323
1.9047970214,nonmagnetic,up,0.1754312275196631
1.9592197934399997,nonmagnetic,up,0.1677538517018179
2.0136425654799996,nonmagnetic,up,0.17300679305860658
2.0680653375199998,nonmagnetic,up,0.1613383160553907
2.12248810956,nonmagnetic,up,0.16333741113860398
2.1769108816,nonmagnetic,up,0.1616147866473139
2.23133365364,nonmagnetic,up,0.1601828107100588
2.2857564256800003,nonmagnetic,up,0.16509548057192275
2.34017919772,nonmagnetic,up,0.15707783325915275
2.3946019697599996,nonmagnetic,up,0.15829005048968103
2.4490247417999997,nonmagnetic,up,0.15591523893276496
2.50344751384,nonmagnetic,up,0.154320216247478
2.55787028588,nonmagnetic,up,0.15276772752202497
2.61229305792,nonmagnetic,up,0.15144208644760535
2.6667158299600002,nonmagnetic,up,0.14944299136439212
2.721138602,nonmagnetic,up,0.15171855703952858
2.7755613740399996,nonmagnetic,up,0.14767783295001743
2.8299841460799997,nonmagnetic,up,0.1458914075189765
2.88440691812,nonmagnetic,up,0.14651523862362967
2.93882969016,nonmagnetic,up,0.14389940141681912
2.9932524622,nonmagnetic,up,0.14228311178836453
3.0476752342399998,nonmagnetic,up,0.14280769701123808
3.10209800628,nonmagnetic,up,0.13849050232980378
3.15652077832,nonmagnetic,up,0.13951131681457807
3.2109435503599997,nonmagnetic,up,0.13547059272506692
3.2653663224,nonmagnetic,up,0.13685294568468293
3.31978909444,nonmagnetic,up,0.13519412209639442
3.37421186648,nonmagnetic,up,0.1339677269037544
3.4286346385199997,nonmagnetic,up,0.13237270421846745
3.48305741056,nonmagnetic,up,0.1298632018744924
3.5374801826,nonmagnetic,up,0.128027153539311
3.59190295464,nonmagnetic,up,0.12881403139199596
3.64632572668,nonmagnetic,up,0.12866516260607588
3.7007484987200003,nonmagnetic,up,0.12177466464091564
3.75517127076,nonmagnetic,up,0.12439050184772618
3.8095940428,nonmagnetic,up,0.12247647464743144
3.8640168148399994,nonmagnetic,up,0.12154072800882636
3.9184395868799995,nonmagnetic,up,0.11869804315098244
3.9728623589199996,nonmagnetic,up,0.11886817888007016
